Title,Podcaster,Author,Ship,Link,Link
Two Begin to Bloom by WoodenSuitcase,Cailynwrites,WoodenSuitcase,Gilderoy Lockhart/Severus Snape,"<a href=""https://archiveofourown.org/works/53286817""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/53286817""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Uncontrolled Magic,ETL_Echo_Audiobooks,whimsymanaged,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/47460010""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47460010""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
United We Stand,Dramion Reads by OhMoreFina,SenLinYu,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/3sLNyOxLKNSngNBCj7ybEc?si=b302e7969d9e4b22""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/3sLNyOxLKNSngNBCj7ybEc?si=b302e7969d9e4b22""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
United We Stand,ETL_Echo_Audiobooks,"elithien, senlinyu",Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41138127""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41138127""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Unseen,lazulus,astolat,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/7376473""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/7376473""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Unseen,micha_making_podfics,astolat,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/6y7m0Kky7Jx1IF0BqGxhTs?si=3a46117049184341""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/6y7m0Kky7Jx1IF0BqGxhTs?si=3a46117049184341""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Untouchable,melissamwrites,melissamwrites,Regulus Black/Sirius Black/Remus Lupin/James Potter,"<a href=""https://archiveofourown.org/works/49229659""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/49229659""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Vacivity,ETL_Echo_Audiobooks,"skitter, abrilas",Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/47454331""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47454331""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Variations on Intimacy,ETL_Echo_Audiobooks,Icepower55,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/38174269""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/38174269""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
vial,kitartpods (kitsunerei88),PoisonousCephalopod,Francesca Lam (Revolutionary Arc),"<a href=""https://archiveofourown.org/works/46913824""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/46913824""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Vigil,JocundaSykes,kelly_chambliss,Minerva McGonagall/Severus Snape,"<a href=""https://archiveofourown.org/works/31297667""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/31297667""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Waiting to Divide,JocundaSykes,emynn,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/28345068""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/28345068""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Walking in a Wizard Wonderland,Ashata,YumeNouveau,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/43681941""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43681941""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Warmth,ETL_Echo_Audiobooks,emeraldlove,James Potter/Lily Evans Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/51702328""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/51702328""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
wasps and honey,ETL_Echo_Audiobooks,swoons,Hermione Granger/Narcissa Black Malfoy,"<a href=""https://archiveofourown.org/works/46674634""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/46674634""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Wassailing to the Wand-Wood Trees,ETL_Echo_Audiobooks,Aneiria,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41138031""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41138031""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Watch The Castles Burn by Moonflower_Rose,reveriepi,Moonflower_Rose,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/51769144""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/51769144""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Ways of Dying,kitartpods (kitsunerei88),Tavina,Cho Chang & Percy Weasley,"<a href=""https://archiveofourown.org/works/47163424""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47163424""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Wears the Trousers,fire_juggler,AbstractConcept,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/309657""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/309657""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"Well Said, Hermione",ETL_Echo_Audiobooks,mightbewriting,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41116221""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41116221""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
What Remains,micha_making_podfics,doshu,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/47034835""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/47034835""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
What Was Lost And What Remains,TrillbySkinner,pacificrimbaud,Hermione Granger/Draco Malfoy,"<a href=""https://archive.org/details/what-was-lost-and-what-remains""><img src=""./imgs/archive.png"" alt=""archive"" class=""link_icon""></a>","<a href=""https://archive.org/details/what-was-lost-and-what-remains""><img src=""./imgs/archive.png"" alt=""archive"" class=""link_icon""></a>"
When Children Play,ETL_Echo_Audiobooks,WrtrGrl,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/43903837""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43903837""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Where the Love-light Gleams,ETL_Echo_Audiobooks,monsterleadmehome,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41138067""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41138067""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
"White, the colour of flowers",ETL_Echo_Audiobooks,lumosatnight ,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/45860224""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/45860224""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Who Shagged Harry Potter?,micha_making_podfics,Faith Wood (faithwood),Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/1x9okSA9CWTiczJxnaKC6h?si=65edadce23e44916""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/1x9okSA9CWTiczJxnaKC6h?si=65edadce23e44916""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Will The Real Draco Malfoy Please Stand Up,The Dramione Archives,Lady_Andalion,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/5nXx1qqwDG1L4AEZmYy4sc?si=e5535735bf18414d""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/5nXx1qqwDG1L4AEZmYy4sc?si=e5535735bf18414d""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
wish you were sober,peaceinpanem,serendipitysirius,Sirius Black/Remus Lupin,"<a href=""https://archiveofourown.org/works/49671463""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/49671463""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
with a name like mine,Flowerparrish,smilebackwards,no pairing,"<a href=""https://archiveofourown.org/works/41569131""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41569131""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
with a name like mine,Flowerparrish Pods (Flowerparrish),smilebackwards,Regulus Black & Remus Lupin,"<a href=""https://archiveofourown.org/works/41569131""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41569131""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
With Love,ETL_Echo_Audiobooks,SmallSherbert,Hermione Granger/Pansy Parkinson,"<a href=""https://archiveofourown.org/works/51958231""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/51958231""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Without Pretense,ETL_Echo_Audiobooks,apliddell,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/48851827""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/48851827""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Wolf Moon,BurningAurora,maybebabyplease,Sirius Black/Remus Lupin,"<a href=""https://open.spotify.com/episode/4xJSYlTBjYqAW7wQMiqf4Z?si=f408325308e8468c""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/4xJSYlTBjYqAW7wQMiqf4Z?si=f408325308e8468c""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
wolfer,"Killing, Saving",Peppershark,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/1S1Pvw4uzHYF6keQo8RSfb?si=7f34b3fe3faa4fc0""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/1S1Pvw4uzHYF6keQo8RSfb?si=7f34b3fe3faa4fc0""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
"World Enough, and Time",ETL_Echo_Audiobooks,Likelightinglass,Harry Potter/Severus Snape,"<a href=""https://archiveofourown.org/works/48825511""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/48825511""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Worth It,micha_making_podfics,Autumn_Snuggling,Draco Malfoy/Harry Potter,"<a href=""https://open.spotify.com/episode/0CDYOmnTS9gXCkZ3BvdGTG?si=ddfc218d9cac433f""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/0CDYOmnTS9gXCkZ3BvdGTG?si=ddfc218d9cac433f""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Worth It,The Dramione Archives,Summerwinds1206,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/09ix8KPw21M6nVgZyCu3wE?si=ea46d1f13d484cb9""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/09ix8KPw21M6nVgZyCu3wE?si=ea46d1f13d484cb9""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
Would You See Me?,ETL_Echo_Audiobooks,anehan,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41513931""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41513931""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Wrapped,ETL_Echo_Audiobooks,fluxweed,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/43390846""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/43390846""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Write What You Know,ETL_Echo_Audiobooks,PacificRimbaud,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/41116284""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/41116284""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
You See Through My Disguise,Aibidil,Aibidil,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/38061850""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/38061850""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Young and Beautiful,JocundaSykes,magpie_fngrl,Draco Malfoy/Harry Potter,"<a href=""https://archiveofourown.org/works/39626436""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/39626436""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
your heart (is the greatest gift i ever could receive),ReadByBelle,maeshowers,Hermione Granger/Draco Malfoy,"<a href=""https://archiveofourown.org/works/44685658""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>","<a href=""https://archiveofourown.org/works/44685658""><img src=""./imgs/archive_of_our_own.png"" alt=""archive_of_our_own"" class=""link_icon""></a>"
Yule Ball,Draco Malfoy Podfics,fallingforfictionalcharacterss,Hermione Granger/Draco Malfoy,"<a href=""https://open.spotify.com/episode/1rkRckF8rIpNa0wap7aOv8?si=PNsPhePnRTG13TgaWEw1_w""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>","<a href=""https://open.spotify.com/episode/1rkRckF8rIpNa0wap7aOv8?si=PNsPhePnRTG13TgaWEw1_w""><img src=""./imgs/spotify.png"" alt=""spotify"" class=""link_icon""></a>"
